"","Rating","Review"
"214","1","They practically dissolve once you start using them and do not color very well especially when the wall is wet [which defeats the purpose since the walls are inevitably going to be wet in the shower]. Crayola brand is much better i will stick with them from now on."
"215","1","These are awful, don't waste your money. First of all, the crayons do not write well on the tub. Second, the crayon part constantly falls out of the plastic casing. Very cheap."
"216","1","Horrible... some of the crayons are falling out and they don't draw as nicely as advertised"
"217","1","These crayons were more wax rather than actual bathtub crayons. They barely wrote and when they did it had to be scrubbed off very aggressively. I threw them all away."
"218","1","Unless your child takes a bath dry, these are not intended for the bath tub. They do not write when wet or on wet surfaces. They also bleed horribly on the skin, not what you want when the objective is getting clean."
"219","3","These are so much fun to use on the shower walls or on the mirror (even for adults!). I wish they were bigger and longer though, they get used up too quickly."
"220","5","This was bought for my niece. She loves drawing in the bath tub, but she had been using this weird soap crayons, they didnt draw very well, when she started to play with these they actually draw on the wall and comes off with ease. She loves it!"
"221","1","The write great on the bathroom walls but the crayons just fall out of the plastic holder they are in.  Absolutely TERRIBLE design!"
"222","5","Great stocking stuffer."
"223","1","Terrible. Unlike others we<U+2019>ve had these leaked everywhere for some reason. I thought their being in a cylinder would make them a neater toy and they are not. We threw them away."
"224","1","Package arrived damaged & open with only 1.5 crayons. Very strange."
"225","2","Crayons are hard to push out and fall apart when they get wet"
"226","5","These are my daughters favorite toy. If I say bath time she screams COLORSSSS!!!! (She<U+2019>s almost 2)"
"227","4","My daughter (17 months) has found a reason to stay in the tub! She loves the crayons, as does my 6 year old. So fun and easy to wash off."
"228","1","Not cool! I bought these for my son to use at bath time. You'd think they would wash right off with a little water and soap-- nope! Scrub until your sponge falls apart and the crayon will still be stuck to the walls of your tub."
"229","1","Crayons arrived with mold on them."
"230","1","These were awful.. They all fell out everytime he tried to color with them. Very cheaply made"
"231","5","A toy from my past, I had to get it. My nephew is over at my place on weekends, he loves baths had to get them. I am passing on love of writing in the tub."
"232","1","The other reviews are correct in stating that the crayons don't stay in the holders that they come with.  Fine.  We took them out.  I gave my son two and I took one for myself so I could show him how they work. I wrote his 6 letter name on the side of the tub and the crayon was half gone!  They crayons were dissolving in the water!  What a waste of money.  Fortunately I had also purchased the Crayola tub markers.  Those are much more durable."
